index,category_name,category_url,status,requested_limit,collected_count,success_count,sku_count,output_dir,started_at,finished_at,error
153,Cheese,https://www.lazada.sg/catalog?q=Cheese&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\153_Cheese,2026-07-15 11:56:19,2026-07-15 11:57:04,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=Cheese&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
154,Chilled Cooking Ingredients,https://www.lazada.sg/catalog?q=Chilled%20Cooking%20Ingredients&from=hp_categories&src=all_channel,partial,100,40,29,45,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\154_Chilled_Cooking_Ingredients,2026-07-15 12:08:03,2026-07-15 12:20:33,
155,Chilled Desserts,https://www.lazada.sg/catalog?q=Chilled%20Desserts&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\155_Chilled_Desserts,2026-07-15 12:21:14,2026-07-15 12:22:00,Lazada verification or traffic page detected
156,Chilled Juice and Drinks,https://www.lazada.sg/catalog?q=Chilled%20Juice%20and%20Drinks&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\156_Chilled_Juice_and_Drinks,2026-07-15 12:38:39,2026-07-15 12:47:18,[Errno 22] Invalid argument
157,Chocolate,https://www.lazada.sg/catalog?q=Chocolate&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\157_Chocolate,2026-07-15 12:47:27,2026-07-15 12:48:40,[Errno 22] Invalid argument
158,"Chocolate, Snacks & Sweets","https://www.lazada.sg/catalog?q=Chocolate,%20Snacks%20%26%20Sweets&from=hp_categories&src=all_channel",failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\158_Chocolate,_Snacks_&_Sweets",2026-07-15 12:48:43,2026-07-15 12:50:07,Lazada verification or traffic page detected
159,Cider,https://www.lazada.sg/catalog?q=Cider&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\159_Cider,2026-07-15 12:56:12,2026-07-15 12:57:09,Lazada verification or traffic page detected
160,Cleaning Buckets & Tubs,https://www.lazada.sg/catalog?q=Cleaning%20Buckets%20%26%20Tubs&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\160_Cleaning_Buckets_&_Tubs,2026-07-15 12:58:18,2026-07-15 12:58:25,Lazada verification or traffic page detected
161,Cleaning Supplies,https://www.lazada.sg/catalog?q=Cleaning%20Supplies&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\161_Cleaning_Supplies,2026-07-15 12:59:31,2026-07-15 13:01:20,Lazada verification or traffic page detected
162,Cleaning Tools,https://www.lazada.sg/catalog?q=Cleaning%20Tools&from=hp_categories&src=all_channel,partial,100,40,30,131,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\162_Cleaning_Tools,2026-07-15 13:53:57,2026-07-15 14:05:53,
163,Climbing,https://www.lazada.sg/catalog?q=Climbing&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\163_Climbing,2026-07-15 14:06:47,2026-07-15 14:16:28,Lazada verification or traffic page detected
164,Clocks,https://www.lazada.sg/catalog?q=Clocks&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\164_Clocks,2026-07-15 15:15:48,2026-07-15 15:25:01,Lazada verification or traffic page detected
165,Cloth Diapers,https://www.lazada.sg/catalog?q=Cloth%20Diapers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\165_Cloth_Diapers,2026-07-15 19:03:25,2026-07-15 19:12:46,Lazada verification or traffic page detected
166,Clothes Hangers & Pegs,https://www.lazada.sg/catalog?q=Clothes%20Hangers%20%26%20Pegs&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\166_Clothes_Hangers_&_Pegs,2026-07-15 19:13:09,2026-07-15 19:25:12,[Errno 22] Invalid argument
167,Clothes Line & Drying Racks,https://www.lazada.sg/catalog?q=Clothes%20Line%20%26%20Drying%20Racks&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\167_Clothes_Line_&_Drying_Racks,2026-07-15 19:25:24,2026-07-15 19:38:13,Lazada verification or traffic page detected
168,Clutches,https://www.lazada.sg/catalog?q=Clutches&from=hp_categories&src=all_channel,partial,100,40,40,167,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\168_Clutches,2026-07-15 19:38:46,2026-07-15 19:55:57,
169,Coffee,https://www.lazada.sg/catalog?q=Coffee&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\169_Coffee,2026-07-15 19:56:36,2026-07-15 20:08:22,Lazada verification or traffic page detected
170,Coffee & Tea,https://www.lazada.sg/catalog?q=Coffee%20%26%20Tea&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\170_Coffee_&_Tea,2026-07-15 20:19:53,2026-07-15 20:32:16,[Errno 22] Invalid argument
171,Coffee Machine,https://www.lazada.sg/catalog?q=Coffee%20Machine&from=hp_categories&src=all_channel,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\171_Coffee_Machine,2026-07-16 08:31:49,,
172,Coin Holders & Pouches,https://www.lazada.sg/catalog?q=Coin%20Holders%20%26%20Pouches&from=hp_categories&src=all_channel,partial,100,40,40,404,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\172_Coin_Holders_&_Pouches,2026-07-16 08:51:01,2026-07-16 09:09:16,
173,Coin Purses & Pouches,https://www.lazada.sg/catalog?q=Coin%20Purses%20%26%20Pouches&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\173_Coin_Purses_&_Pouches,2026-07-16 09:10:01,2026-07-16 09:20:48,Lazada verification or traffic page detected
174,"Comforters, Quilts & Duvets","https://www.lazada.sg/catalog?q=Comforters,%20Quilts%20%26%20Duvets&from=hp_categories&src=all_channel",partial,100,40,40,395,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\174_Comforters,_Quilts_&_Duvets",2026-07-16 11:31:50,2026-07-16 11:51:51,
175,Compacts & Powder,https://www.lazada.sg/catalog?q=Compacts%20%26%20Powder&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\175_Compacts_&_Powder,2026-07-16 11:52:45,2026-07-16 12:02:57,Lazada verification or traffic page detected
176,Compression Bags,https://www.lazada.sg/catalog?q=Compression%20Bags&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\176_Compression_Bags,2026-07-16 12:49:58,2026-07-16 12:59:32,Lazada verification or traffic page detected
177,Compression Stockings,https://www.lazada.sg/catalog?q=Compression%20Stockings&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\177_Compression_Stockings,2026-07-16 13:11:05,2026-07-16 13:20:53,Lazada verification or traffic page detected
178,Computer Accessories,https://www.lazada.sg/catalog?q=Computer%20Accessories&from=hp_categories&src=all_channel,partial,100,40,40,303,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\178_Computer_Accessories,2026-07-16 13:36:07,2026-07-16 13:54:32,
179,Computer Components,https://www.lazada.sg/catalog?q=Computer%20Components&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\179_Computer_Components,2026-07-16 13:55:30,2026-07-16 13:58:40,Lazada verification or traffic page detected
180,Condiments & Dressings,https://www.lazada.sg/catalog?q=Condiments%20%26%20Dressings&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\180_Condiments_&_Dressings,2026-07-16 15:09:02,2026-07-16 15:25:39,Lazada verification or traffic page detected
181,Conditioner,https://www.lazada.sg/catalog?q=Conditioner&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\181_Conditioner,2026-07-16 15:34:57,2026-07-16 15:46:32,Lazada verification or traffic page detected
182,Condoms,https://www.lazada.sg/catalog?q=Condoms&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\182_Condoms,2026-07-16 15:47:30,2026-07-16 15:59:21,Lazada verification or traffic page detected
183,Console Accessories,https://www.lazada.sg/catalog?q=Console%20Accessories&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\183_Console_Accessories,2026-07-16 16:11:08,2026-07-16 16:28:11,Lazada verification or traffic page detected
184,Convenience Foods,https://www.lazada.sg/catalog?q=Convenience%20Foods&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\184_Convenience_Foods,2026-07-16 20:31:47,2026-07-16 20:32:52,Lazada verification or traffic page detected
185,Cooking Sauces & Kits,https://www.lazada.sg/catalog?q=Cooking%20Sauces%20%26%20Kits&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\185_Cooking_Sauces_&_Kits,2026-07-16 20:36:02,2026-07-16 20:55:07,Lazada verification or traffic page detected
186,Cooktop & Range,https://www.lazada.sg/catalog?q=Cooktop%20%26%20Range&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\186_Cooktop_&_Range,2026-07-16 21:06:34,2026-07-16 21:21:52,Lazada verification or traffic page detected
187,Cookware,https://www.lazada.sg/catalog?q=Cookware&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\187_Cookware,2026-07-16 21:34:22,2026-07-16 21:51:41,Lazada verification or traffic page detected
188,Cooling & Air Treatment,https://www.lazada.sg/catalog?q=Cooling%20%26%20Air%20Treatment&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\188_Cooling_&_Air_Treatment,2026-07-16 21:52:05,2026-07-16 22:00:07,[Errno 22] Invalid argument
189,"Coughs, Colds & Flu","https://www.lazada.sg/catalog?q=Coughs,%20Colds%20%26%20Flu&from=hp_categories&src=all_channel",failed,100,,,,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\189_Coughs,_Colds_&_Flu",2026-07-16 22:01:02,2026-07-16 22:02:10,[Errno 22] Invalid argument
190,Craft Supplies,https://www.lazada.sg/catalog?q=Craft%20Supplies&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\190_Craft_Supplies,2026-07-16 22:02:15,2026-07-16 22:05:47,[Errno 22] Invalid argument
191,Creams & Lotions,https://www.lazada.sg/catalog?q=Creams%20%26%20Lotions&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\191_Creams_&_Lotions,2026-07-16 22:05:55,2026-07-16 22:07:34,Lazada verification or traffic page detected
192,Cricket,https://www.lazada.sg/catalog?q=Cricket&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\192_Cricket,2026-07-16 22:08:15,2026-07-16 22:09:04,[Errno 22] Invalid argument
193,Cross Body & Shoulder Bags,https://www.lazada.sg/catalog?q=Cross%20Body%20%26%20Shoulder%20Bags&from=hp_categories&src=all_channel,partial,100,40,40,333,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\193_Cross_Body_&_Shoulder_Bags,2026-07-16 22:09:08,2026-07-16 22:27:51,
194,Crossbody Bags,https://www.lazada.sg/catalog?q=Crossbody%20Bags&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\194_Crossbody_Bags,2026-07-16 22:28:46,2026-07-16 22:40:48,Lazada verification or traffic page detected
195,Cushions & Covers,https://www.lazada.sg/catalog?q=Cushions%20%26%20Covers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\195_Cushions_&_Covers,2026-07-16 23:04:27,2026-07-16 23:14:29,Lazada verification or traffic page detected
196,Cutlery,https://www.lazada.sg/catalog?q=Cutlery&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\196_Cutlery,2026-07-17 11:45:47,2026-07-17 11:55:54,Lazada verification or traffic page detected
197,Dairy & Chilled,https://www.lazada.sg/catalog?q=Dairy%20%26%20Chilled&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\197_Dairy_&_Chilled,2026-07-17 12:11:45,2026-07-17 12:15:12,Lazada verification or traffic page detected
198,Dehumidifier,https://www.lazada.sg/catalog?q=Dehumidifier&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\198_Dehumidifier,2026-07-17 13:04:27,2026-07-17 13:24:01,Lazada verification or traffic page detected
199,Deli & Cooked Meat,https://www.lazada.sg/catalog?q=Deli%20%26%20Cooked%20Meat&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\199_Deli_&_Cooked_Meat,2026-07-17 14:17:07,2026-07-17 14:42:01,Lazada verification or traffic page detected
200,Deodorants,https://www.lazada.sg/catalog?q=Deodorants&from=hp_categories&src=all_channel,partial,100,40,40,191,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\200_Deodorants,2026-07-17 14:58:18,2026-07-17 15:15:54,
201,Dermacare,https://www.lazada.sg/catalog?q=Dermacare&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\201_Dermacare,2026-07-17 15:16:51,2026-07-17 15:26:32,Lazada verification or traffic page detected
202,Desk Organisers,https://www.lazada.sg/catalog?q=Desk%20Organisers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\202_Desk_Organisers,2026-07-17 15:28:02,2026-07-17 15:38:00,Lazada verification or traffic page detected
203,Desktop Casings,https://www.lazada.sg/catalog?q=Desktop%20Casings&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\203_Desktop_Casings,2026-07-17 15:40:28,2026-07-17 16:00:04,Lazada verification or traffic page detected
204,Desktops Computers,https://www.lazada.sg/catalog?q=Desktops%20Computers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\204_Desktops_Computers,2026-07-17 16:24:07,2026-07-17 16:27:22,Lazada verification or traffic page detected
205,Diaper Bags & Backpacks,https://www.lazada.sg/catalog?q=Diaper%20Bags%20%26%20Backpacks&from=hp_categories&src=all_channel,partial,100,40,40,159,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\205_Diaper_Bags_&_Backpacks,2026-07-17 20:51:49,2026-07-17 21:10:30,
206,Diaper Rash Creams,https://www.lazada.sg/catalog?q=Diaper%20Rash%20Creams&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\206_Diaper_Rash_Creams,2026-07-17 21:11:07,2026-07-17 21:23:28,Lazada verification or traffic page detected
207,Diapering & Potty,https://www.lazada.sg/catalog?q=Diapering%20%26%20Potty&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\207_Diapering_&_Potty,2026-07-17 21:32:13,2026-07-17 21:41:56,Lazada verification or traffic page detected
208,Diapers & Wipes,https://www.lazada.sg/catalog?q=Diapers%20%26%20Wipes&from=hp_categories&src=all_channel,partial,100,40,40,75,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\208_Diapers_&_Wipes,2026-07-17 21:51:08,2026-07-17 22:08:10,
209,Digestive Care,https://www.lazada.sg/catalog?q=Digestive%20Care&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\209_Digestive_Care,2026-07-17 22:09:01,2026-07-17 22:19:14,Lazada verification or traffic page detected
210,Digital Cameras,https://www.lazada.sg/catalog?q=Digital%20Cameras&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\210_Digital_Cameras,2026-07-17 22:34:24,2026-07-17 22:36:27,Lazada verification or traffic page detected
211,Dinnerware,https://www.lazada.sg/catalog?q=Dinnerware&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\211_Dinnerware,2026-07-17 22:55:11,2026-07-17 23:01:19,Lazada verification or traffic page detected
212,"Dips, Dressings & Sauces","https://www.lazada.sg/catalog?q=Dips,%20Dressings%20%26%20Sauces&from=hp_categories&src=all_channel",partial,100,40,40,90,"D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\212_Dips,_Dressings_&_Sauces",2026-07-17 23:23:34,2026-07-17 23:39:51,
213,Dishes & Utensils,https://www.lazada.sg/catalog?q=Dishes%20%26%20Utensils&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\213_Dishes_&_Utensils,2026-07-17 23:40:34,2026-07-17 23:43:38,Lazada verification or traffic page detected
214,Dishracks & Sink accessories,https://www.lazada.sg/catalog?q=Dishracks%20%26%20Sink%20accessories&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\214_Dishracks_&_Sink_accessories,2026-07-17 23:45:24,2026-07-18 00:02:52,Lazada verification or traffic page detected
215,Dishwashing,https://www.lazada.sg/catalog?q=Dishwashing&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\215_Dishwashing,2026-07-18 00:21:15,2026-07-18 00:27:26,Lazada verification or traffic page detected
216,Disposable Diapers,https://www.lazada.sg/catalog?q=Disposable%20Diapers&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\216_Disposable_Diapers,2026-07-18 00:38:52,2026-07-18 00:55:56,Lazada verification or traffic page detected
217,Disposables,https://www.lazada.sg/catalog?q=Disposables&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\217_Disposables,2026-07-18 13:24:53,2026-07-18 13:42:08,Lazada verification or traffic page detected
218,Diving and Snorkelling,https://www.lazada.sg/catalog?q=Diving%20and%20Snorkelling&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\218_Diving_and_Snorkelling,2026-07-18 13:44:37,2026-07-18 13:53:27,Lazada verification or traffic page detected
219,DIY,https://www.lazada.sg/catalog?q=DIY&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\219_DIY,2026-07-18 14:11:43,2026-07-18 14:14:09,Lazada verification or traffic page detected
220,Docks & Stands,https://www.lazada.sg/catalog?q=Docks%20%26%20Stands&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\220_Docks_&_Stands,2026-07-18 14:36:31,2026-07-18 14:47:32,Lazada verification or traffic page detected
221,Dog Food & Treat,https://www.lazada.sg/catalog?q=Dog%20Food%20%26%20Treat&from=hp_categories&src=all_channel,running,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\221_Dog_Food_&_Treat,2026-07-18 14:52:25,,
222,Dog Training Aid,https://www.lazada.sg/catalog?q=Dog%20Training%20Aid&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\222_Dog_Training_Aid,2026-07-18 15:04:53,2026-07-18 15:05:47,Lazada verification or traffic page detected
223,Dolls & Accessories,https://www.lazada.sg/catalog?q=Dolls%20%26%20Accessories&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\223_Dolls_&_Accessories,2026-07-18 15:06:37,2026-07-18 15:15:09,Lazada verification or traffic page detected
224,Dresses,https://www.lazada.sg/catalog?q=Dresses&from=hp_categories&src=all_channel,partial,100,40,40,1048,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\224_Dresses,2026-07-18 15:28:14,2026-07-18 15:45:04,
225,Dried Goods,https://www.lazada.sg/catalog?q=Dried%20Goods&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\225_Dried_Goods,2026-07-18 15:45:39,2026-07-18 15:52:31,Lazada verification or traffic page detected
226,Drinks,https://www.lazada.sg/catalog?q=Drinks&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\226_Drinks,2026-07-18 15:53:40,2026-07-18 16:01:37,[Errno 22] Invalid argument
227,Drinkware,https://www.lazada.sg/catalog?q=Drinkware&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\227_Drinkware,2026-07-18 16:02:39,2026-07-18 16:08:53,[Errno 22] Invalid argument
228,Drones,https://www.lazada.sg/catalog?q=Drones&from=hp_categories&src=all_channel,partial,100,40,40,475,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\228_Drones,2026-07-18 20:05:28,2026-07-18 20:21:38,
229,Dry Bags,https://www.lazada.sg/catalog?q=Dry%20Bags&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\229_Dry_Bags,2026-07-18 20:22:31,2026-07-18 20:30:48,Lazada verification or traffic page detected
230,DSLR,https://www.lazada.sg/catalog?q=DSLR&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\230_DSLR,2026-07-18 20:46:45,2026-07-18 20:55:57,Lazada verification or traffic page detected
231,Dummy Cameras,https://www.lazada.sg/catalog?q=Dummy%20Cameras&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\231_Dummy_Cameras,2026-07-18 20:56:20,2026-07-18 21:05:10,Lazada verification or traffic page detected
232,E-scooters,https://www.lazada.sg/catalog?q=E-scooters&from=hp_categories&src=all_channel,failed,100,,,,D:\ai\shopee_spider_windows_package\dist\t2\dist\ShopeeSpider\desktop_outputs\lazada_products_20260710_084733\categories\232_E-scooters,2026-07-18 21:06:45,2026-07-18 21:07:30,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.lazada.sg/catalog?q=E-scooters&from=hp_categories&src=all_channel"", waiting until ""domcontentloaded""
"
