index,category_name,category_url,status,requested_limit,collected_count,success_count,sku_count,output_dir,started_at,finished_at,error
603,"Pretend Play, Costumes & Party","https://www.lazada.sg/catalog?q=Pretend%20Play,%20Costumes%20%26%20Party&from=hp_categories&src=all_channel",,,,,,,,,
604,Printers,https://www.lazada.sg/catalog?q=Printers&from=hp_categories&src=all_channel,,,,,,,,,
605,Privacy Policy,https://pages.lazada.sg/wow/gcp/route/lazada/sg/upr_1000345_lazada/channel/sg/upr-router/sg?hybrid=1&data_prefetch=true&prefetch_replace=1&at_iframe=1&wh_pid=/lazada/channel/sg/legal/privacy_policy,,,,,,,,,
606,Processors,https://www.lazada.sg/catalog?q=Processors&from=hp_categories&src=all_channel,,,,,,,,,
607,Projectors,https://www.lazada.sg/catalog?q=Projectors&from=hp_categories&src=all_channel,,,,,,,,,
608,Protective Clothing & Equipment,https://www.lazada.sg/catalog?q=Protective%20Clothing%20%26%20Equipment&from=hp_categories&src=all_channel,,,,,,,,,
609,Protein,https://www.lazada.sg/catalog?q=Protein&from=hp_categories&src=all_channel,,,,,,,,,
610,Punching bags,https://www.lazada.sg/catalog?q=Punching%20bags&from=hp_categories&src=all_channel,,,,,,,,,
611,Push & Pull Toys,https://www.lazada.sg/catalog?q=Push%20%26%20Pull%20Toys&from=hp_categories&src=all_channel,,,,,,,,,
612,Rain Coats & Trenches,https://www.lazada.sg/catalog?q=Rain%20Coats%20%26%20Trenches&from=hp_categories&src=all_channel,,,,,,,,,
613,RAM,https://www.lazada.sg/catalog?q=RAM&from=hp_categories&src=all_channel,,,,,,,,,
614,Range Extender,https://www.lazada.sg/catalog?q=Range%20Extender&from=hp_categories&src=all_channel,,,,,,,,,
615,RC Figures & Robots,https://www.lazada.sg/catalog?q=RC%20Figures%20%26%20Robots&from=hp_categories&src=all_channel,,,,,,,,,
616,RC Vehicles & Batteries,https://www.lazada.sg/catalog?q=RC%20Vehicles%20%26%20Batteries&from=hp_categories&src=all_channel,,,,,,,,,
617,Ready Meals & Ready to Cook,https://www.lazada.sg/catalog?q=Ready%20Meals%20%26%20Ready%20to%20Cook&from=hp_categories&src=all_channel,,,,,,,,,
618,RedMart,https://pages.lazada.sg/wow/gcp/route/lazada/sg/upr_1000345_lazada/channel/sg/upr-router/sg?data_prefetch=true&useRMContainer=h5&useTabViewStack=true&wh_pid=/lazada/channel/sg/redmart-channel/homepage&showRMFrame=true&showLoading=false&showSearchBar=true&hideRMBreadcrumb=true&hybrid=1&tab=home&at_iframe=1&showTabBar=true&showUserJourneyWidget=true&scm=1003.4.icms-zebra-5000519-2586695.OTHER_6502011287_7663767&prefetch_replace=1,,,,,,,,,
619,RedMart for Business,https://pages.lazada.sg/wow/gcp/route/lazada/sg/upr_1000345_lazada/channel/sg/upr-router/sg?hybrid=1&data_prefetch=true&prefetch_replace=1&at_iframe=1&wh_pid=/lazada/channel/sg/redmart-channel/b2b-landing-page&useRMContainer=h5&showLoading=false&showTabBar=false&actionBarButtons=share&showUserJourneyWidget=false&showRMFrame=true&enableNavBarAutohide=false,,,,,,,,,
620,Refrigerators,https://www.lazada.sg/catalog?q=Refrigerators&from=hp_categories&src=all_channel,,,,,,,,,
621,Reptile Food,https://www.lazada.sg/catalog?q=Reptile%20Food&from=hp_categories&src=all_channel,,,,,,,,,
622,Rice,https://www.lazada.sg/catalog?q=Rice&from=hp_categories&src=all_channel,,,,,,,,,
623,Rice Cooker,https://www.lazada.sg/catalog?q=Rice%20Cooker&from=hp_categories&src=all_channel,,,,,,,,,
624,Riding Gear,https://www.lazada.sg/catalog?q=Riding%20Gear&from=hp_categories&src=all_channel,,,,,,,,,
625,Rings,https://www.lazada.sg/catalog?q=Rings&from=hp_categories&src=all_channel,,,,,,,,,
626,Rocking & Spring Ride-Ons,https://www.lazada.sg/catalog?q=Rocking%20%26%20Spring%20Ride-Ons&from=hp_categories&src=all_channel,,,,,,,,,
627,Routers,https://www.lazada.sg/catalog?q=Routers&from=hp_categories&src=all_channel,,,,,,,,,
628,Rugs & Carpets,https://www.lazada.sg/catalog?q=Rugs%20%26%20Carpets&from=hp_categories&src=all_channel,,,,,,,,,
629,Running Shoes,https://www.lazada.sg/catalog?q=Running%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
630,Safety,https://www.lazada.sg/catalog?q=Safety&from=hp_categories&src=all_channel,,,,,,,,,
631,Salt & Seasoning,https://www.lazada.sg/catalog?q=Salt%20%26%20Seasoning&from=hp_categories&src=all_channel,,,,,,,,,
632,Sandals,https://www.lazada.sg/catalog?q=Sandals&from=hp_categories&src=all_channel,,,,,,,,,
633,Scale & Body Fat Analyzers,https://www.lazada.sg/catalog?q=Scale%20%26%20Body%20Fat%20Analyzers&from=hp_categories&src=all_channel,,,,,,,,,
634,School & Office Equipment,https://www.lazada.sg/catalog?q=School%20%26%20Office%20Equipment&from=hp_categories&src=all_channel,,,,,,,,,
635,Screen Protectors,https://www.lazada.sg/catalog?q=Screen%20Protectors&from=hp_categories&src=all_channel,,,,,,,,,
636,SEARCH,https://www.lazada.sg/catalog/?q=,,,,,,,,,
637,Seasonal,https://www.lazada.sg/catalog?q=Seasonal&from=hp_categories&src=all_channel,,,,,,,,,
638,Security,https://www.lazada.sg/catalog?q=Security&from=hp_categories&src=all_channel,,,,,,,,,
639,Security Cameras,https://www.lazada.sg/catalog?q=Security%20Cameras&from=hp_categories&src=all_channel,,,,,,,,,
640,Self balancing scooters,https://www.lazada.sg/catalog?q=Self%20balancing%20scooters&from=hp_categories&src=all_channel,,,,,,,,,
641,Sensual Toys,https://www.lazada.sg/catalog?q=Sensual%20Toys&from=hp_categories&src=all_channel,,,,,,,,,
642,Serum & Essence,https://www.lazada.sg/catalog?q=Serum%20%26%20Essence&from=hp_categories&src=all_channel,,,,,,,,,
643,Serveware,https://www.lazada.sg/catalog?q=Serveware&from=hp_categories&src=all_channel,,,,,,,,,
644,Sewing,https://www.lazada.sg/catalog?q=Sewing&from=hp_categories&src=all_channel,,,,,,,,,
645,Sewing Machine,https://www.lazada.sg/catalog?q=Sewing%20Machine&from=hp_categories&src=all_channel,,,,,,,,,
646,Sexual Wellness,https://www.lazada.sg/catalog?q=Sexual%20Wellness&from=hp_categories&src=all_channel,,,,,,,,,
647,Shampoo,https://www.lazada.sg/catalog?q=Shampoo&from=hp_categories&src=all_channel,,,,,,,,,
648,Shapewear,https://www.lazada.sg/catalog?q=Shapewear&from=hp_categories&src=all_channel,,,,,,,,,
649,Shaving & Grooming,https://www.lazada.sg/catalog?q=Shaving%20%26%20Grooming&from=hp_categories&src=all_channel,,,,,,,,,
650,Shirts,https://www.lazada.sg/catalog?q=Shirts&from=hp_categories&src=all_channel,,,,,,,,,
651,Shochu & Umeshu,https://www.lazada.sg/catalog?q=Shochu%20%26%20Umeshu&from=hp_categories&src=all_channel,,,,,,,,,
652,Shoe Organisers,https://www.lazada.sg/catalog?q=Shoe%20Organisers&from=hp_categories&src=all_channel,,,,,,,,,
653,Shoes Accessories,https://www.lazada.sg/catalog?q=Shoes%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
654,Shorts,https://www.lazada.sg/catalog?q=Shorts&from=hp_categories&src=all_channel,,,,,,,,,
655,Shower Caddies & Hangers,https://www.lazada.sg/catalog?q=Shower%20Caddies%20%26%20Hangers&from=hp_categories&src=all_channel,,,,,,,,,
656,Shower Curtains & Accessories,https://www.lazada.sg/catalog?q=Shower%20Curtains%20%26%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
657,Sippy Cups & Bottles,https://www.lazada.sg/catalog?q=Sippy%20Cups%20%26%20Bottles&from=hp_categories&src=all_channel,,,,,,,,,
658,Skateboards,https://www.lazada.sg/catalog?q=Skateboards&from=hp_categories&src=all_channel,,,,,,,,,
659,Skin Care,https://www.lazada.sg/catalog?q=Skin%20Care&from=hp_categories&src=all_channel,,,,,,,,,
660,Skincare,https://www.lazada.sg/catalog?q=Skincare&from=hp_categories&src=all_channel,,,,,,,,,
661,Skirts,https://www.lazada.sg/catalog?q=Skirts&from=hp_categories&src=all_channel,,,,,,,,,
662,Sleep & Loungewear,https://www.lazada.sg/catalog?q=Sleep%20%26%20Loungewear&from=hp_categories&src=all_channel,,,,,,,,,
663,Sleepwear,https://www.lazada.sg/catalog?q=Sleepwear&from=hp_categories&src=all_channel,,,,,,,,,
664,Slides & Flip Flops,https://www.lazada.sg/catalog?q=Slides%20%26%20Flip%20Flops&from=hp_categories&src=all_channel,,,,,,,,,
665,Slip-Ons & Loafers,https://www.lazada.sg/catalog?q=Slip-Ons%20%26%20Loafers&from=hp_categories&src=all_channel,,,,,,,,,
666,Small Kitchen Appliances,https://www.lazada.sg/catalog?q=Small%20Kitchen%20Appliances&from=hp_categories&src=all_channel,,,,,,,,,
667,Small Pet Food,https://www.lazada.sg/catalog?q=Small%20Pet%20Food&from=hp_categories&src=all_channel,,,,,,,,,
668,Smart Glasses,https://www.lazada.sg/catalog?q=Smart%20Glasses&from=hp_categories&src=all_channel,,,,,,,,,
669,Smart Speakers,https://www.lazada.sg/catalog?q=Smart%20Speakers&from=hp_categories&src=all_channel,,,,,,,,,
670,Smart Televisions,https://www.lazada.sg/catalog?q=Smart%20Televisions&from=hp_categories&src=all_channel,,,,,,,,,
671,Smart Trackers,https://www.lazada.sg/catalog?q=Smart%20Trackers&from=hp_categories&src=all_channel,,,,,,,,,
672,Smartwatches,https://www.lazada.sg/catalog?q=Smartwatches&from=hp_categories&src=all_channel,,,,,,,,,
673,Smartwatches Accessories,https://www.lazada.sg/catalog?q=Smartwatches%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
674,Snacks,https://www.lazada.sg/catalog?q=Snacks&from=hp_categories&src=all_channel,,,,,,,,,
675,Sneakers,https://www.lazada.sg/catalog?q=Sneakers&from=hp_categories&src=all_channel,,,,,,,,,
676,"Soaps, Cleansers & Bodywash","https://www.lazada.sg/catalog?q=Soaps,%20Cleansers%20%26%20Bodywash&from=hp_categories&src=all_channel",,,,,,,,,
677,Socks,https://www.lazada.sg/catalog?q=Socks&from=hp_categories&src=all_channel,,,,,,,,,
678,Socks & Tights,https://www.lazada.sg/catalog?q=Socks%20%26%20Tights&from=hp_categories&src=all_channel,,,,,,,,,
679,Soft Drinks,https://www.lazada.sg/catalog?q=Soft%20Drinks&from=hp_categories&src=all_channel,,,,,,,,,
680,Soju & Korean Wine,https://www.lazada.sg/catalog?q=Soju%20%26%20Korean%20Wine&from=hp_categories&src=all_channel,,,,,,,,,
681,Space Savers,https://www.lazada.sg/catalog?q=Space%20Savers&from=hp_categories&src=all_channel,,,,,,,,,
682,Specialty Lighting,https://www.lazada.sg/catalog?q=Specialty%20Lighting&from=hp_categories&src=all_channel,,,,,,,,,
683,Spirits,https://www.lazada.sg/catalog?q=Spirits&from=hp_categories&src=all_channel,,,,,,,,,
684,Sports,https://www.lazada.sg/catalog?q=Sports&from=hp_categories&src=all_channel,,,,,,,,,
685,Sports & Action Camera,https://www.lazada.sg/catalog?q=Sports%20%26%20Action%20Camera&from=hp_categories&src=all_channel,,,,,,,,,
686,Sports & Energy Drinks,https://www.lazada.sg/catalog?q=Sports%20%26%20Energy%20Drinks&from=hp_categories&src=all_channel,,,,,,,,,
687,Sports Bras,https://www.lazada.sg/catalog?q=Sports%20Bras&from=hp_categories&src=all_channel,,,,,,,,,
688,Sports Nutrition,https://www.lazada.sg/catalog?q=Sports%20Nutrition&from=hp_categories&src=all_channel,,,,,,,,,
689,Sports Toys,https://www.lazada.sg/catalog?q=Sports%20Toys&from=hp_categories&src=all_channel,,,,,,,,,
690,Sports Toys & Outdoor Play,https://www.lazada.sg/catalog?q=Sports%20Toys%20%26%20Outdoor%20Play&from=hp_categories&src=all_channel,,,,,,,,,
691,Squash,https://www.lazada.sg/catalog?q=Squash&from=hp_categories&src=all_channel,,,,,,,,,
692,Stationery & Craft,https://www.lazada.sg/catalog?q=Stationery%20%26%20Craft&from=hp_categories&src=all_channel,,,,,,,,,
693,Steam Mop,https://www.lazada.sg/catalog?q=Steam%20Mop&from=hp_categories&src=all_channel,,,,,,,,,
694,Stock & Gravy,https://www.lazada.sg/catalog?q=Stock%20%26%20Gravy&from=hp_categories&src=all_channel,,,,,,,,,
695,Storage,https://www.lazada.sg/catalog?q=Storage&from=hp_categories&src=all_channel,,,,,,,,,
696,Storage & Organization,https://www.lazada.sg/catalog?q=Storage%20%26%20Organization&from=hp_categories&src=all_channel,,,,,,,,,
697,Storage Bins & Baskets,https://www.lazada.sg/catalog?q=Storage%20Bins%20%26%20Baskets&from=hp_categories&src=all_channel,,,,,,,,,
698,Strength Training Equipment,https://www.lazada.sg/catalog?q=Strength%20Training%20Equipment&from=hp_categories&src=all_channel,,,,,,,,,
699,Stroller Toys & Accessories,https://www.lazada.sg/catalog?q=Stroller%20Toys%20%26%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
700,Strollers,https://www.lazada.sg/catalog?q=Strollers&from=hp_categories&src=all_channel,,,,,,,,,
701,Stuffed Toys,https://www.lazada.sg/catalog?q=Stuffed%20Toys&from=hp_categories&src=all_channel,,,,,,,,,
702,Suits,https://www.lazada.sg/catalog?q=Suits&from=hp_categories&src=all_channel,,,,,,,,,
703,Sun & Bug Protection,https://www.lazada.sg/catalog?q=Sun%20%26%20Bug%20Protection&from=hp_categories&src=all_channel,,,,,,,,,
704,Sun Care,https://www.lazada.sg/catalog?q=Sun%20Care&from=hp_categories&src=all_channel,,,,,,,,,
705,Sunglasses,https://www.lazada.sg/catalog?q=Sunglasses&from=hp_categories&src=all_channel,,,,,,,,,
706,Sunscreen and Aftersun,https://www.lazada.sg/catalog?q=Sunscreen%20and%20Aftersun&from=hp_categories&src=all_channel,,,,,,,,,
707,Swaddles & Sleeping Bags,https://www.lazada.sg/catalog?q=Swaddles%20%26%20Sleeping%20Bags&from=hp_categories&src=all_channel,,,,,,,,,
708,Sweaters & Cardigans,https://www.lazada.sg/catalog?q=Sweaters%20%26%20Cardigans&from=hp_categories&src=all_channel,,,,,,,,,
709,Sweets,https://www.lazada.sg/catalog?q=Sweets&from=hp_categories&src=all_channel,,,,,,,,,
710,Swim & Dive,https://www.lazada.sg/catalog?q=Swim%20%26%20Dive&from=hp_categories&src=all_channel,,,,,,,,,
711,Swimwear,https://www.lazada.sg/catalog?q=Swimwear&from=hp_categories&src=all_channel,,,,,,,,,
712,Swimwear & Beachwear,https://www.lazada.sg/catalog?q=Swimwear%20%26%20Beachwear&from=hp_categories&src=all_channel,,,,,,,,,
713,T-Shirts & Shirts,https://www.lazada.sg/catalog?q=T-Shirts%20%26%20Shirts&from=hp_categories&src=all_channel,,,,,,,,,
714,T-Shirts & Tanks,https://www.lazada.sg/catalog?q=T-Shirts%20%26%20Tanks&from=hp_categories&src=all_channel,,,,,,,,,
715,T-Shirts & Tops,https://www.lazada.sg/catalog?q=T-Shirts%20%26%20Tops&from=hp_categories&src=all_channel,,,,,,,,,
716,Table Lamps,https://www.lazada.sg/catalog?q=Table%20Lamps&from=hp_categories&src=all_channel,,,,,,,,,
717,Table Tennis,https://www.lazada.sg/catalog?q=Table%20Tennis&from=hp_categories&src=all_channel,,,,,,,,,
718,Tablet Accessories,https://www.lazada.sg/catalog?q=Tablet%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
719,Tablets,https://www.lazada.sg/catalog?q=Tablets&from=hp_categories&src=all_channel,,,,,,,,,
720,Tailored Nutrition,https://www.lazada.sg/catalog?q=Tailored%20Nutrition&from=hp_categories&src=all_channel,,,,,,,,,
721,Tea,https://www.lazada.sg/catalog?q=Tea&from=hp_categories&src=all_channel,,,,,,,,,
722,Team & Racket Sports,https://www.lazada.sg/catalog?q=Team%20%26%20Racket%20Sports&from=hp_categories&src=all_channel,,,,,,,,,
723,Tennis,https://www.lazada.sg/catalog?q=Tennis&from=hp_categories&src=all_channel,,,,,,,,,
724,Thongs & Others,https://www.lazada.sg/catalog?q=Thongs%20%26%20Others&from=hp_categories&src=all_channel,,,,,,,,,
725,Ties,https://www.lazada.sg/catalog?q=Ties&from=hp_categories&src=all_channel,,,,,,,,,
726,Toddler Milk (1 - under 3 yrs),https://www.lazada.sg/catalog?q=Toddler%20Milk%20(1%20-%20under%203%20yrs)&from=hp_categories&src=all_channel,,,,,,,,,
727,"Tomatoes, Salads & Herbs","https://www.lazada.sg/catalog?q=Tomatoes,%20Salads%20%26%20Herbs&from=hp_categories&src=all_channel",,,,,,,,,
728,Toner & Mists,https://www.lazada.sg/catalog?q=Toner%20%26%20Mists&from=hp_categories&src=all_channel,,,,,,,,,
729,Tools & Home Improvement,https://www.lazada.sg/catalog?q=Tools%20%26%20Home%20Improvement&from=hp_categories&src=all_channel,,,,,,,,,
730,Top-Handle Bags,https://www.lazada.sg/catalog?q=Top-Handle%20Bags&from=hp_categories&src=all_channel,,,,,,,,,
731,Tops,https://www.lazada.sg/catalog?q=Tops&from=hp_categories&src=all_channel,,,,,,,,,
732,Tote Bags,https://www.lazada.sg/catalog?q=Tote%20Bags&from=hp_categories&src=all_channel,,,,,,,,,
733,Towel Rails & Warmers,https://www.lazada.sg/catalog?q=Towel%20Rails%20%26%20Warmers&from=hp_categories&src=all_channel,,,,,,,,,
734,Towels,https://www.lazada.sg/catalog?q=Towels&from=hp_categories&src=all_channel,,,,,,,,,
735,Toy Drones,https://www.lazada.sg/catalog?q=Toy%20Drones&from=hp_categories&src=all_channel,,,,,,,,,
736,Toys & Games,https://www.lazada.sg/catalog?q=Toys%20%26%20Games&from=hp_categories&src=all_channel,,,,,,,,,
737,Travel,https://www.lazada.sg/catalog?q=Travel&from=hp_categories&src=all_channel,,,,,,,,,
738,Travel Accessories,https://www.lazada.sg/catalog?q=Travel%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
739,Travel Bags,https://www.lazada.sg/catalog?q=Travel%20Bags&from=hp_categories&src=all_channel,,,,,,,,,
740,Tripods & Monopods,https://www.lazada.sg/catalog?q=Tripods%20%26%20Monopods&from=hp_categories&src=all_channel,,,,,,,,,
741,Tropical Fruit,https://www.lazada.sg/catalog?q=Tropical%20Fruit&from=hp_categories&src=all_channel,,,,,,,,,
742,TV & Video Devices,https://www.lazada.sg/catalog?q=TV%20%26%20Video%20Devices&from=hp_categories&src=all_channel,,,,,,,,,
743,TV Accessories,https://www.lazada.sg/catalog?q=TV%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
744,TV Remote Controllers,https://www.lazada.sg/catalog?q=TV%20Remote%20Controllers&from=hp_categories&src=all_channel,,,,,,,,,
745,TV Series,https://www.lazada.sg/catalog?q=TV%20Series&from=hp_categories&src=all_channel,,,,,,,,,
746,"UHT, Milk & Milk Powder","https://www.lazada.sg/catalog?q=UHT,%20Milk%20%26%20Milk%20Powder&from=hp_categories&src=all_channel",,,,,,,,,
747,Umbrellas,https://www.lazada.sg/catalog?q=Umbrellas&from=hp_categories&src=all_channel,,,,,,,,,
748,Umbrellas & Rainwear,https://www.lazada.sg/catalog?q=Umbrellas%20%26%20Rainwear&from=hp_categories&src=all_channel,,,,,,,,,
749,Underwear,https://www.lazada.sg/catalog?q=Underwear&from=hp_categories&src=all_channel,,,,,,,,,
750,Underwear & Sleepwear,https://www.lazada.sg/catalog?q=Underwear%20%26%20Sleepwear&from=hp_categories&src=all_channel,,,,,,,,,
751,Unicycles,https://www.lazada.sg/catalog?q=Unicycles&from=hp_categories&src=all_channel,,,,,,,,,
752,Unisex,https://www.lazada.sg/catalog?q=Unisex&from=hp_categories&src=all_channel,,,,,,,,,
753,Vacuum Cleaner,https://www.lazada.sg/catalog?q=Vacuum%20Cleaner&from=hp_categories&src=all_channel,,,,,,,,,
754,Vacuums & Floor Care,https://www.lazada.sg/catalog?q=Vacuums%20%26%20Floor%20Care&from=hp_categories&src=all_channel,,,,,,,,,
755,Vegetarian Meat & Seafood,https://www.lazada.sg/catalog?q=Vegetarian%20Meat%20%26%20Seafood&from=hp_categories&src=all_channel,,,,,,,,,
756,Video Camera,https://www.lazada.sg/catalog?q=Video%20Camera&from=hp_categories&src=all_channel,,,,,,,,,
757,Virtual Reality,https://www.lazada.sg/catalog?q=Virtual%20Reality&from=hp_categories&src=all_channel,,,,,,,,,
758,Volleyball,https://www.lazada.sg/catalog?q=Volleyball&from=hp_categories&src=all_channel,,,,,,,,,
759,Walkie-Talkies,https://www.lazada.sg/catalog?q=Walkie-Talkies&from=hp_categories&src=all_channel,,,,,,,,,
760,Wall Chargers,https://www.lazada.sg/catalog?q=Wall%20Chargers&from=hp_categories&src=all_channel,,,,,,,,,
761,Wall Décor,https://www.lazada.sg/catalog?q=Wall%20D%C3%A9cor&from=hp_categories&src=all_channel,,,,,,,,,
762,Wall Lights & Sconces,https://www.lazada.sg/catalog?q=Wall%20Lights%20%26%20Sconces&from=hp_categories&src=all_channel,,,,,,,,,
763,Wall Mounts & Protectors,https://www.lazada.sg/catalog?q=Wall%20Mounts%20%26%20Protectors&from=hp_categories&src=all_channel,,,,,,,,,
764,Wall Stickers & Decals,https://www.lazada.sg/catalog?q=Wall%20Stickers%20%26%20Decals&from=hp_categories&src=all_channel,,,,,,,,,
765,Wallets,https://www.lazada.sg/catalog?q=Wallets&from=hp_categories&src=all_channel,,,,,,,,,
766,Wardrobe Organisers,https://www.lazada.sg/catalog?q=Wardrobe%20Organisers&from=hp_categories&src=all_channel,,,,,,,,,
767,Washcloths & Towels,https://www.lazada.sg/catalog?q=Washcloths%20%26%20Towels&from=hp_categories&src=all_channel,,,,,,,,,
768,Washing Machines,https://www.lazada.sg/catalog?q=Washing%20Machines&from=hp_categories&src=all_channel,,,,,,,,,
769,Water,https://www.lazada.sg/catalog?q=Water&from=hp_categories&src=all_channel,,,,,,,,,
770,Water Heater,https://www.lazada.sg/catalog?q=Water%20Heater&from=hp_categories&src=all_channel,,,,,,,,,
771,Water Purifier,https://www.lazada.sg/catalog?q=Water%20Purifier&from=hp_categories&src=all_channel,,,,,,,,,
772,Watering Systems & Garden Hoses,https://www.lazada.sg/catalog?q=Watering%20Systems%20%26%20Garden%20Hoses&from=hp_categories&src=all_channel,,,,,,,,,
773,Wearables,https://www.lazada.sg/catalog?q=Wearables&from=hp_categories&src=all_channel,,,,,,,,,
774,Wedges,https://www.lazada.sg/catalog?q=Wedges&from=hp_categories&src=all_channel,,,,,,,,,
775,Weeds & Pest Control,https://www.lazada.sg/catalog?q=Weeds%20%26%20Pest%20Control&from=hp_categories&src=all_channel,,,,,,,,,
776,Weight Management,https://www.lazada.sg/catalog?q=Weight%20Management&from=hp_categories&src=all_channel,,,,,,,,,
777,Weights,https://www.lazada.sg/catalog?q=Weights&from=hp_categories&src=all_channel,,,,,,,,,
778,Well Being,https://www.lazada.sg/catalog?q=Well%20Being&from=hp_categories&src=all_channel,,,,,,,,,
779,Window Treatment,https://www.lazada.sg/catalog?q=Window%20Treatment&from=hp_categories&src=all_channel,,,,,,,,,
780,Wine,https://www.lazada.sg/catalog?q=Wine&from=hp_categories&src=all_channel,,,,,,,,,
781,Wine Accessories,https://www.lazada.sg/catalog?q=Wine%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
782,Wine Chiller,https://www.lazada.sg/catalog?q=Wine%20Chiller&from=hp_categories&src=all_channel,,,,,,,,,
783,Wipes,https://www.lazada.sg/catalog?q=Wipes&from=hp_categories&src=all_channel,,,,,,,,,
784,Wireless Chargers,https://www.lazada.sg/catalog?q=Wireless%20Chargers&from=hp_categories&src=all_channel,,,,,,,,,
785,Women,https://www.lazada.sg/catalog?q=Women&from=hp_categories&src=all_channel,,,,,,,,,
786,Women Accessories,https://www.lazada.sg/catalog?q=Women%20Accessories&from=hp_categories&src=all_channel,,,,,,,,,
787,Women's Bags,https://www.lazada.sg/catalog?q=Women%27s%20Bags&from=hp_categories&src=all_channel,,,,,,,,,
788,Women's Clothing,https://www.lazada.sg/catalog?q=Women%27s%20Clothing&from=hp_categories&src=all_channel,,,,,,,,,
789,Women's Shoes,https://www.lazada.sg/catalog?q=Women%27s%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
790,Women's Sport Shoes,https://www.lazada.sg/catalog?q=Women%27s%20Sport%20Shoes&from=hp_categories&src=all_channel,,,,,,,,,
791,Women's Sports Apparel,https://www.lazada.sg/catalog?q=Women%27s%20Sports%20Apparel&from=hp_categories&src=all_channel,,,,,,,,,
792,Women's Watches,https://www.lazada.sg/catalog?q=Women%27s%20Watches&from=hp_categories&src=all_channel,,,,,,,,,
793,Work Lights,https://www.lazada.sg/catalog?q=Work%20Lights&from=hp_categories&src=all_channel,,,,,,,,,
794,"Wraps, Pita & Indian Breads","https://www.lazada.sg/catalog?q=Wraps,%20Pita%20%26%20Indian%20Breads&from=hp_categories&src=all_channel",,,,,,,,,
795,Writing & Correction,https://www.lazada.sg/catalog?q=Writing%20%26%20Correction&from=hp_categories&src=all_channel,,,,,,,,,
796,Yo-yos & Kendamas,https://www.lazada.sg/catalog?q=Yo-yos%20%26%20Kendamas&from=hp_categories&src=all_channel,,,,,,,,,
797,Yoga,https://www.lazada.sg/catalog?q=Yoga&from=hp_categories&src=all_channel,,,,,,,,,
798,Yoghurt,https://www.lazada.sg/catalog?q=Yoghurt&from=hp_categories&src=all_channel,,,,,,,,,
